Occurred,City,State,Country,Shape,Summary,Reported,Posted
07/25/2019 22:00,Lancaster,PA,USA,Light,While sitting on my porch talking with my wife and daughter in East Lampeter Pennsylvania I noticed 2 lights back to back in the night,07/25/2019,08/23/2019
07/21/2019 00:35,Johnstown,PA,USA,Unknown,Stationary object wth red and white blinking lights in the night time sky,07/21/2019,07/25/2019
07/17/2019 22:00,Altoona,PA,USA,Circle,"Bright orange big light quiet, appeared to the south moved across the sky & got dimmer then dissipated, repeated 5 times over 1/2 hour.",07/16/2019,07/25/2019
07/14/2019 17:30,Meadville,PA,USA,Sphere,Shiny high velocity object following airliners performng extreme manuvers.,07/15/2019,07/25/2019
07/14/2019 14:00,Pittsburgh,PA,USA,Disk,UFO was going about 70 or more mph over a river.  It was gone within a blink of an eye.  It looked like a circle then a ring around it.,07/14/2019,07/25/2019
07/12/2019 22:40,Mckeesport,PA,USA,Light,"Red blinking light went straight up, then W to S gets smaller and disappears, second light moves same as first but W to N.",07/12/2019,07/25/2019
07/11/2019 09:00,Sunbury,PA,USA,Cigar,either a UFO  or a experimental airplane.,07/17/2019,07/25/2019
07/06/2019 02:00,Dallastown,PA,USA,Light,"I've seen this bright light for the past 10 years in dallastown/spry area. It is erratic, moves backwards. Forward, up, down and is rat",07/05/2019,07/12/2019
07/05/2019 22:08,Greensburg,PA,USA,Circle,Unidentifiable lights moving slowly perfectly spaced apart.  ((anonymous report)),07/08/2019,07/12/2019
07/04/2019 22:08,Erie,PA,USA,Sphere,Orange sphere observed flying south to north,07/07/2019,07/12/2019
07/04/2019 21:45,Cecil,PA,USA,Sphere,Bright Red/Orange Sphere.,07/05/2019,07/05/2019
07/02/2019 22:45,Lebanon,PA,USA,Cigar,UFO or Government object looking like a big airplane with red and blue lights,07/02/2019,07/05/2019
07/01/2019 21:00,York,PA,USA,Oval,"Two objects apparently the same size, shape, color, movement sitting in the same place, one for thirty-five days, the other the same.",08/05/2019,08/23/2019
06/28/2019 20:35,Pittsburgh,PA,USA,Disk,"Shiny silver disk or saucer over Mt. Lebanon, Pennsylvania, then disappeared.",06/28/2019,07/05/2019
06/27/2019 22:00,Allison Park,PA,USA,,"I saw circular disk with bright lights , speaker malfunction, strange noises.",07/25/2019,08/23/2019
06/27/2019 01:00,West Bowmanstown,PA,USA,Triangle,"Spotted it behind my property next to Rt 476 North just out side of the turnpike tunnel,at 12:30 AM,then at 1:28AM it hovered over my m",08/19/2019,08/23/2019
06/26/2019 20:30,Nesquehoning,PA,USA,Oval,"I saw three oval shaped crafts flying very slowly about 20,000 feet.",07/26/2019,08/23/2019
06/26/2019 20:00,Wilkes Barre,PA,USA,Diamond,It was a triangular to diamond shaped spacecraft with massive white beam lights on all sides of it facing the ground as it flew over.,06/27/2019,07/05/2019
06/24/2019 09:30,Philadelphia,PA,USA,Unknown,Two shimmering objects in the morning sky hovering 100 feet apart very high up,06/25/2019,06/27/2019
06/23/2019 22:00,Elizabeth,PA,USA,Sphere,5 amber circular shapes going in all directions then formed a arrowhead shape then broke up and left.,06/27/2019,07/05/2019
06/23/2019 16:00,Chalfont,PA,USA,Cigar,"4 long cigar-shaped objects spotted in Bucks County, PA.  ((anonymous report))",06/25/2019,06/27/2019
06/23/2019 00:24,Brookhaven,PA,USA,Light,"4 stationary lights in the sky, two on each side of moon.  ((anonymous report))",06/25/2019,06/27/2019
06/22/2019 23:30,Bristol,PA,USA,Light,Bright red light over Bristol area defies physics.  ((anonymous report)),06/23/2019,06/27/2019
06/22/2019 23:25,Pittsburgh,PA,USA,Light,There were 2 small round lights in the sky going towards each other at a medium rate of speed. No blinking lights and too far away/fast,06/22/2019,06/27/2019
06/21/2019 22:00,Wilmore,PA,USA,Circle,"At first we thought it was planes, until we realized they don't fly that close together...one that we got best view of multiple flashin",06/21/2019,06/27/2019
06/20/2019 18:15,Hanover,PA,USA,Circle,Was outside with my dog in the backyard. Saw something very bright and flying way too slow to be an airplane. No blinking light no nois,12/20/2019,12/22/2019
06/16/2019 21:15,Pottsville,PA,USA,Orb,On june 16th at 21:15hrs I was facing east and saw 3 orbs  round and orange red in color traveling from the west to the east in a trian,08/06/2019,08/23/2019
06/13/2019 23:00,York,PA,USA,Diamond,Diamond formation of four stationary lights between Saturn and Jupiter,06/14/2019,06/20/2019
06/13/2019 23:00,York,PA,USA,Diamond,Diamond formation of four stationary lights between Saturn and Jupiter.,06/18/2019,06/20/2019
06/12/2019 16:20,Millerton,PA,USA,,MADAR Node 104,06/19/2019,06/20/2019
06/10/2019 18:43,Millerton,PA,USA,,MADAR Node 104,06/19/2019,06/20/2019
06/09/2019 00:00,Bath,PA,USA,,Was using my green laser pointer.pointed it at a star and the star tried to get away from it like tad pole how it moved.i did this to s,06/10/2019,06/20/2019
06/08/2019 23:30,Sayre,PA,USA,Rectangle,Stationary rectangular object in south eastern sky.,06/09/2019,06/20/2019
06/07/2019 22:00,Wyndmoor,PA,USA,Oval,"an elongated and dark centered orb appeared and shot across the night sky before stopping, disappearing.  ((anonymous report))",06/25/2019,06/27/2019
06/06/2019 10:45,Wernersville,PA,USA,Unknown,"@~10am this morning, something crossed the entire sky and went over our house in roughly 2 seconds. ((anonymous report))",06/06/2019,06/20/2019
06/04/2019 05:45,Millersville,PA,USA,Teardrop,Morphing Teardrop UAP hovering in rural PA at sunrise.,06/04/2019,06/07/2019
06/02/2019 22:00,Williamsport,PA,USA,Orb,White orb.,06/02/2019,06/07/2019
06/01/2019 17:00,Bridgeville,PA,USA,Oval,Bright lights on black hovering craft (250ft in air),12/02/2019,12/19/2019
05/31/2019 21:40,Pittsburgh,PA,USA,Oval,Was on my back patio enjoying the evening when my mother said to look at the two strange objects in the sky. I looked and noticed the o,05/31/2019,06/07/2019
05/31/2019 17:00,Wilkes-Barre,PA,USA,Egg,White craft appeared from behind the clouds. It was traveling north and moving very fast. It moved behind the tree line shortly after I,06/04/2019,06/07/2019
05/31/2019 16:03,Nesquehoning,PA,USA,Oval,Was outside on my porch with my dog and this oval shaped craft flew by.  ((anonymous source)),05/31/2019,06/07/2019
05/30/2019 15:45,Nesquehoning,PA,USA,Disk,Wife and I were driving down the road and we saw three oval shaped things flying.  ((anonymous source)),05/30/2019,06/07/2019
05/27/2019 05:30,Philipsburg,PA,USA,Disk,I was going outside to check my mail and a grey daucer with green lights was flying near my house,05/29/2019,06/07/2019
05/26/2019 20:34,Hershey,PA,USA,Formation,Several bright triangular crafts seen flying in formation over Hershey Park.  ((NUFORC Note:  ((Space Link satellites??  PD)),05/27/2019,06/07/2019
05/25/2019 22:00,New Holland,PA,USA,Egg,"I love looking at stars every night when they're very visible. This night I was on back porch,sky was clear.It zoomed past stars at fas",06/21/2019,06/27/2019
05/25/2019 03:33,Northumberland,PA,USA,Formation,3 Lights in triangle formation all seperate entities Merging with stars,05/29/2019,06/07/2019
05/24/2019 23:30,Starrucca,PA,USA,Changing,Multiple balls of white light randomly moving in sky; and large white oval object after 20-30 minutes.,05/25/2019,06/07/2019
05/24/2019 22:37,Carbondale,PA,USA,Other,"Observed a huge, silent, black craft with 8-10 assumed thrusters? Emitting no exhaust. Camera failed.",03/28/2021,03/31/2021
05/24/2019 21:41,Yardley,PA,USA,Other,"Huge pentagon-shaped object, silver in color, 4 white lights underneath, red & orange light on either side, possible door open.",05/30/2019,06/07/2019
05/23/2019 20:02,Millerton,PA,USA,,MADAR Node 104,06/05/2019,06/07/2019
05/23/2019 12:20,Elkins Park,PA,USA,Orb,"2 orbs hovered above either side of the car and followed us all the way down 309, stopping when we stopped at Wawa.((anonymous report))",05/26/2019,06/07/2019
05/22/2019 20:00,Kratzerville,PA,USA,Cylinder,A drone-like UFO was being chased by a fighter jet at seriously high speed.,01/06/2020,02/07/2020
05/18/2019 17:15,Bethel Park,PA,USA,Rectangle,"Rectangular object, highly reflective in late afternoon sky above suburban Pittsburgh",05/19/2019,06/07/2019
05/18/2019 01:30,Frackville,PA,USA,Circle,It was a summer night approximately 1:30 2:00 am a very clear night. I was walking home through a park and the moon was pretty bright a,12/22/2019,12/22/2019
05/18/2019 00:00,Bethel Park,PA,USA,Rectangle,I just wanted to follow up on my report of 5/18/2019 in Bethel Park PA- I was astounded to see the recent report of two objects over Ka,06/22/2019,06/27/2019
05/17/2019 21:45,Cedar Run,PA,USA,Light,Brightest thing in night sky followed by obviously military aircraft at very low altitude,06/02/2019,06/07/2019
05/16/2019 13:50,Wysox,PA,USA,Circle,"I was sitting out on prayer rock, at the Marie Antoinette scenic look off on route 6. I was watching a hawk fly over my head so I stood",05/16/2019,06/07/2019
05/05/2019 23:08,Mechanicsburg,PA,USA,Other,I was outside with my dogs and saw this UFO in the sky,05/06/2019,05/09/2019
05/01/2019 13:02,Pittston,PA,USA,Cylinder,Dark grey cylinder moving SW to East.,05/01/2019,05/09/2019
04/29/2019 11:00,Philadelphia,PA,USA,Cylinder,"While at work house painting outside, saw a bright silver cylinder.  It appeared to be floating.  ((anonymous report))",04/30/2019,05/09/2019
04/16/2019 21:00,Oley,PA,USA,Formation,"Witnessed five craft with red lights on bottom hovering in formation of a ""V"" on its side.  The formation changed direction in",04/18/2019,04/18/2019
04/15/2019 19:30,Stroudsburg,PA,USA,Other,"Starlike looking object that visibly moves across the sky in straight lines, and in random circular patterns.",04/19/2019,04/25/2019
04/14/2019 17:00,Pittsburgh,PA,USA,Oval,"Clear sky, metallic like.",04/15/2019,04/18/2019
04/13/2019 10:40,Birdsboro,PA,USA,Disk,Sudden light and disappearance.,04/13/2019,04/18/2019
04/11/2019 13:00,Harrisburg,PA,USA,Triangle,"An all black triangle, medium sized, crossed the sky over the highway (81s) moving fast causing multiple vehicles to stop on the road.",04/11/2019,04/12/2019
04/10/2019 21:18,Croydon,PA,USA,Triangle,Weird triangles flying in different directions.,04/12/2019,04/18/2019
04/10/2019 21:18,Croydon,PA,USA,Oval,weird triangles flying in different directions,04/15/2019,04/18/2019
04/04/2019 08:10,West Cocalico,PA,USA,Orb,"There were two orbs that kept coming into view then quickly disappearing on the horizon.  They would grow bright, then fizzle out.",04/05/2019,04/08/2019
04/01/2019 18:20,Shenandoah,PA,USA,Sphere,I noticed a metal almost liquid looking sphere on top some trees near my local windmill farm when suddenly there was almost what felt l,04/01/2019,04/08/2019
04/01/2019 13:00,Philadelphia,PA,USA,Cylinder,"Clear, cylinder, objects around it hovering under airplane",08/09/2019,08/23/2019
03/28/2019 06:14,Exton,PA,USA,Sphere,Bright white light large round looked like a very large falling star but than curved slightly to the right and up than disappeared,03/28/2019,03/29/2019
03/20/2019 18:45,Chester Springs,PA,USA,Other,Large dark hovering object.  ((anonymous report)),03/20/2019,03/21/2019
03/19/2019 02:00,Palmyra,PA,USA,Unknown,Machine-like humming heard.  ((anonymous report)),03/19/2019,03/21/2019
03/18/2019 05:00,Philadelphia,PA,USA,Triangle,"At approximately 5 am, i went to let my dog out my back door which faces north. Flying from the west to the east above the tree line I",03/18/2019,03/21/2019
03/12/2019 06:50,Perkasie,PA,USA,Light,Two yellowish/white light.,03/12/2019,03/14/2019
03/12/2019 06:35,Warrington,PA,USA,Circle,"18 to 20 UFOs in a line all same space apart, it was that long of a line/fleet. ((NUFORC Note:  Starlink satellites?  PD))",12/03/2019,12/19/2019
03/10/2019 23:15,Pittsburgh,PA,USA,Flash,Supermassive flash of light over Pittsburgh area.  ((anonymous report)),03/10/2019,03/14/2019
03/07/2019 19:30,Mckeesport,PA,USA,Diamond,Triangular star shaped vessel with 4 red lights which omitted another identical one from inside it. Hovers does not move.,03/08/2019,03/14/2019
03/04/2019 00:00,Lemoyne,PA,USA,Teardrop,"Ok, This happened to me a few days ago and I don't know who to talk to or who would listen, so i'm submitting it here.  So on March 4",03/06/2019,03/14/2019
03/02/2019 22:50,Pittsburgh,PA,USA,Light,"Bright, twinkling light zig zagging over Pittsburgh",03/04/2019,03/14/2019
02/20/2019 00:45,Mount Joy,PA,USA,Disk,"Saw a craft in sky at 12:45 am with red lights on top & green lights on bottom pulsating & flashing craft, very bright over Mount Joy,",03/03/2019,03/14/2019
02/19/2019 21:45,Allentown,PA,USA,Disk,a grid like elongated rectangle with multiple squares in it.,05/16/2020,06/25/2020
02/16/2019 21:00,Whitehall,PA,USA,Chevron,I was driving and saw a v formation 3 lights that all separated simultaneously.  ((anonymous report)),02/17/2019,02/22/2019
02/04/2019 18:30,Philipsburg,PA,USA,Fireball,Huge orange flash of light from satellite going over.  ((NUFORC Note:  Possible flare from an Iridium satellite?  PD)),02/05/2019,02/07/2019
02/03/2019 00:00,Pecks Pond,PA,USA,Light,Moving (shooting) light that dead stops then shoots again. Reccurring same times every 2am. ((NUFORC Note:  Star?  PD)),02/06/2019,02/07/2019
02/02/2019 19:18,Pittsburgh,PA,USA,Triangle,"Consecutive dots of red lights pass over the sky’s of Pittsburgh, PA.",02/03/2019,02/07/2019
02/02/2019 18:30,Robinson,PA,USA,Unknown,Bright object with flashing red/blue lights on either side spotted over Pennsylvania,02/02/2019,02/07/2019
01/30/2019 00:08,Hazle Township,PA,USA,Unknown,Green lights in a line in Northern sky.,01/29/2019,02/01/2019
01/28/2019 20:40,Philadelphia,PA,USA,Other,It was as if they were just playing  games in our night sky again.,03/15/2020,05/15/2020
01/28/2019 00:19,Lansdale,PA,USA,Disk,Hovering orange blue and orange lights on craft over rural PA entities seen and photographed.,01/31/2019,02/01/2019
01/25/2019 19:00,Easton,PA,USA,Unknown,100 PLUS FLYING FLASHING LIGHTS.,01/25/2019,02/01/2019
01/25/2019 17:00,Kintnersville,PA,USA,Triangle,"I took my dog out, and up in the sky in one direction was a "" Christmas tree like image with many colors, red , white and green st",01/25/2019,02/01/2019
07/26/2019 21:00,Philipsburg,PA,USA,Triangle,"Bright orange lights coming out of the western sky, one after another, banking to the left, rising and then disappearing (going black).",07/27/2019,08/23/2019
07/25/2019 22:00,Lancaster,PA,USA,Light,While sitting on my porch talking with my wife and daughter in East Lampeter Pennsylvania I noticed 2 lights back to back in the night,07/25/2019,08/23/2019
07/21/2019 00:35,Johnstown,PA,USA,Unknown,Stationary object wth red and white blinking lights in the night time sky,07/21/2019,07/25/2019
07/17/2019 22:00,Altoona,PA,USA,Circle,"Bright orange big light quiet, appeared to the south moved across the sky & got dimmer then dissipated, repeated 5 times over 1/2 hour.",07/16/2019,07/25/2019
07/14/2019 17:30,Meadville,PA,USA,Sphere,Shiny high velocity object following airliners performng extreme manuvers.,07/15/2019,07/25/2019
07/14/2019 14:00,Pittsburgh,PA,USA,Disk,UFO was going about 70 or more mph over a river.  It was gone within a blink of an eye.  It looked like a circle then a ring around it.,07/14/2019,07/25/2019
07/12/2019 22:40,Mckeesport,PA,USA,Light,"Red blinking light went straight up, then W to S gets smaller and disappears, second light moves same as first but W to N.",07/12/2019,07/25/2019
07/11/2019 09:00,Sunbury,PA,USA,Cigar,either a UFO  or a experimental airplane.,07/17/2019,07/25/2019
07/06/2019 02:00,Dallastown,PA,USA,Light,"I've seen this bright light for the past 10 years in dallastown/spry area. It is erratic, moves backwards. Forward, up, down and is rat",07/05/2019,07/12/2019
07/05/2019 22:08,Greensburg,PA,USA,Circle,Unidentifiable lights moving slowly perfectly spaced apart.  ((anonymous report)),07/08/2019,07/12/2019
07/04/2019 22:08,Erie,PA,USA,Sphere,Orange sphere observed flying south to north,07/07/2019,07/12/2019
07/04/2019 21:45,Cecil,PA,USA,Sphere,Bright Red/Orange Sphere.,07/05/2019,07/05/2019
07/02/2019 22:45,Lebanon,PA,USA,Cigar,UFO or Government object looking like a big airplane with red and blue lights,07/02/2019,07/05/2019
07/01/2019 21:00,York,PA,USA,Oval,"Two objects apparently the same size, shape, color, movement sitting in the same place, one for thirty-five days, the other the same.",08/05/2019,08/23/2019
06/28/2019 20:35,Pittsburgh,PA,USA,Disk,"Shiny silver disk or saucer over Mt. Lebanon, Pennsylvania, then disappeared.",06/28/2019,07/05/2019
06/27/2019 22:00,Allison Park,PA,USA,,"I saw circular disk with bright lights , speaker malfunction, strange noises.",07/25/2019,08/23/2019
06/27/2019 01:00,West Bowmanstown,PA,USA,Triangle,"Spotted it behind my property next to Rt 476 North just out side of the turnpike tunnel,at 12:30 AM,then at 1:28AM it hovered over my m",08/19/2019,08/23/2019
06/26/2019 20:30,Nesquehoning,PA,USA,Oval,"I saw three oval shaped crafts flying very slowly about 20,000 feet.",07/26/2019,08/23/2019
06/26/2019 20:00,Wilkes Barre,PA,USA,Diamond,It was a triangular to diamond shaped spacecraft with massive white beam lights on all sides of it facing the ground as it flew over.,06/27/2019,07/05/2019
06/24/2019 09:30,Philadelphia,PA,USA,Unknown,Two shimmering objects in the morning sky hovering 100 feet apart very high up,06/25/2019,06/27/2019
06/23/2019 22:00,Elizabeth,PA,USA,Sphere,5 amber circular shapes going in all directions then formed a arrowhead shape then broke up and left.,06/27/2019,07/05/2019
06/23/2019 16:00,Chalfont,PA,USA,Cigar,"4 long cigar-shaped objects spotted in Bucks County, PA.  ((anonymous report))",06/25/2019,06/27/2019
06/23/2019 00:24,Brookhaven,PA,USA,Light,"4 stationary lights in the sky, two on each side of moon.  ((anonymous report))",06/25/2019,06/27/2019
06/22/2019 23:30,Bristol,PA,USA,Light,Bright red light over Bristol area defies physics.  ((anonymous report)),06/23/2019,06/27/2019
06/22/2019 23:25,Pittsburgh,PA,USA,Light,There were 2 small round lights in the sky going towards each other at a medium rate of speed. No blinking lights and too far away/fast,06/22/2019,06/27/2019
06/21/2019 22:00,Wilmore,PA,USA,Circle,"At first we thought it was planes, until we realized they don't fly that close together...one that we got best view of multiple flashin",06/21/2019,06/27/2019
06/20/2019 18:15,Hanover,PA,USA,Circle,Was outside with my dog in the backyard. Saw something very bright and flying way too slow to be an airplane. No blinking light no nois,12/20/2019,12/22/2019
06/16/2019 21:15,Pottsville,PA,USA,Orb,On june 16th at 21:15hrs I was facing east and saw 3 orbs  round and orange red in color traveling from the west to the east in a trian,08/06/2019,08/23/2019
06/13/2019 23:00,York,PA,USA,Diamond,Diamond formation of four stationary lights between Saturn and Jupiter,06/14/2019,06/20/2019
06/13/2019 23:00,York,PA,USA,Diamond,Diamond formation of four stationary lights between Saturn and Jupiter.,06/18/2019,06/20/2019
06/12/2019 16:20,Millerton,PA,USA,,MADAR Node 104,06/19/2019,06/20/2019
06/10/2019 18:43,Millerton,PA,USA,,MADAR Node 104,06/19/2019,06/20/2019
06/09/2019 00:00,Bath,PA,USA,,Was using my green laser pointer.pointed it at a star and the star tried to get away from it like tad pole how it moved.i did this to s,06/10/2019,06/20/2019
06/08/2019 23:30,Sayre,PA,USA,Rectangle,Stationary rectangular object in south eastern sky.,06/09/2019,06/20/2019
06/07/2019 22:00,Wyndmoor,PA,USA,Oval,"an elongated and dark centered orb appeared and shot across the night sky before stopping, disappearing.  ((anonymous report))",06/25/2019,06/27/2019
06/06/2019 10:45,Wernersville,PA,USA,Unknown,"@~10am this morning, something crossed the entire sky and went over our house in roughly 2 seconds. ((anonymous report))",06/06/2019,06/20/2019
06/04/2019 05:45,Millersville,PA,USA,Teardrop,Morphing Teardrop UAP hovering in rural PA at sunrise.,06/04/2019,06/07/2019
06/02/2019 22:00,Williamsport,PA,USA,Orb,White orb.,06/02/2019,06/07/2019
06/01/2019 17:00,Bridgeville,PA,USA,Oval,Bright lights on black hovering craft (250ft in air),12/02/2019,12/19/2019
05/31/2019 21:40,Pittsburgh,PA,USA,Oval,Was on my back patio enjoying the evening when my mother said to look at the two strange objects in the sky. I looked and noticed the o,05/31/2019,06/07/2019
05/31/2019 17:00,Wilkes-Barre,PA,USA,Egg,White craft appeared from behind the clouds. It was traveling north and moving very fast. It moved behind the tree line shortly after I,06/04/2019,06/07/2019
05/31/2019 16:03,Nesquehoning,PA,USA,Oval,Was outside on my porch with my dog and this oval shaped craft flew by.  ((anonymous source)),05/31/2019,06/07/2019
05/30/2019 15:45,Nesquehoning,PA,USA,Disk,Wife and I were driving down the road and we saw three oval shaped things flying.  ((anonymous source)),05/30/2019,06/07/2019
05/27/2019 05:30,Philipsburg,PA,USA,Disk,I was going outside to check my mail and a grey daucer with green lights was flying near my house,05/29/2019,06/07/2019
05/26/2019 20:34,Hershey,PA,USA,Formation,Several bright triangular crafts seen flying in formation over Hershey Park.  ((NUFORC Note:  ((Space Link satellites??  PD)),05/27/2019,06/07/2019
05/25/2019 22:00,New Holland,PA,USA,Egg,"I love looking at stars every night when they're very visible. This night I was on back porch,sky was clear.It zoomed past stars at fas",06/21/2019,06/27/2019
05/25/2019 03:33,Northumberland,PA,USA,Formation,3 Lights in triangle formation all seperate entities Merging with stars,05/29/2019,06/07/2019
05/24/2019 23:30,Starrucca,PA,USA,Changing,Multiple balls of white light randomly moving in sky; and large white oval object after 20-30 minutes.,05/25/2019,06/07/2019
05/24/2019 22:37,Carbondale,PA,USA,Other,"Observed a huge, silent, black craft with 8-10 assumed thrusters? Emitting no exhaust. Camera failed.",03/28/2021,03/31/2021
05/24/2019 21:41,Yardley,PA,USA,Other,"Huge pentagon-shaped object, silver in color, 4 white lights underneath, red & orange light on either side, possible door open.",05/30/2019,06/07/2019
05/23/2019 20:02,Millerton,PA,USA,,MADAR Node 104,06/05/2019,06/07/2019
05/23/2019 12:20,Elkins Park,PA,USA,Orb,"2 orbs hovered above either side of the car and followed us all the way down 309, stopping when we stopped at Wawa.((anonymous report))",05/26/2019,06/07/2019
05/22/2019 20:00,Kratzerville,PA,USA,Cylinder,A drone-like UFO was being chased by a fighter jet at seriously high speed.,01/06/2020,02/07/2020
05/18/2019 17:15,Bethel Park,PA,USA,Rectangle,"Rectangular object, highly reflective in late afternoon sky above suburban Pittsburgh",05/19/2019,06/07/2019
05/18/2019 01:30,Frackville,PA,USA,Circle,It was a summer night approximately 1:30 2:00 am a very clear night. I was walking home through a park and the moon was pretty bright a,12/22/2019,12/22/2019
05/18/2019 00:00,Bethel Park,PA,USA,Rectangle,I just wanted to follow up on my report of 5/18/2019 in Bethel Park PA- I was astounded to see the recent report of two objects over Ka,06/22/2019,06/27/2019
05/17/2019 21:45,Cedar Run,PA,USA,Light,Brightest thing in night sky followed by obviously military aircraft at very low altitude,06/02/2019,06/07/2019
05/16/2019 13:50,Wysox,PA,USA,Circle,"I was sitting out on prayer rock, at the Marie Antoinette scenic look off on route 6. I was watching a hawk fly over my head so I stood",05/16/2019,06/07/2019
05/05/2019 23:08,Mechanicsburg,PA,USA,Other,I was outside with my dogs and saw this UFO in the sky,05/06/2019,05/09/2019
05/01/2019 13:02,Pittston,PA,USA,Cylinder,Dark grey cylinder moving SW to East.,05/01/2019,05/09/2019
04/29/2019 11:00,Philadelphia,PA,USA,Cylinder,"While at work house painting outside, saw a bright silver cylinder.  It appeared to be floating.  ((anonymous report))",04/30/2019,05/09/2019
04/16/2019 21:00,Oley,PA,USA,Formation,"Witnessed five craft with red lights on bottom hovering in formation of a ""V"" on its side.  The formation changed direction in",04/18/2019,04/18/2019
04/15/2019 19:30,Stroudsburg,PA,USA,Other,"Starlike looking object that visibly moves across the sky in straight lines, and in random circular patterns.",04/19/2019,04/25/2019
04/14/2019 17:00,Pittsburgh,PA,USA,Oval,"Clear sky, metallic like.",04/15/2019,04/18/2019
04/13/2019 10:40,Birdsboro,PA,USA,Disk,Sudden light and disappearance.,04/13/2019,04/18/2019
04/11/2019 13:00,Harrisburg,PA,USA,Triangle,"An all black triangle, medium sized, crossed the sky over the highway (81s) moving fast causing multiple vehicles to stop on the road.",04/11/2019,04/12/2019
04/10/2019 21:18,Croydon,PA,USA,Triangle,Weird triangles flying in different directions.,04/12/2019,04/18/2019
04/10/2019 21:18,Croydon,PA,USA,Oval,weird triangles flying in different directions,04/15/2019,04/18/2019
04/04/2019 08:10,West Cocalico,PA,USA,Orb,"There were two orbs that kept coming into view then quickly disappearing on the horizon.  They would grow bright, then fizzle out.",04/05/2019,04/08/2019
04/01/2019 18:20,Shenandoah,PA,USA,Sphere,I noticed a metal almost liquid looking sphere on top some trees near my local windmill farm when suddenly there was almost what felt l,04/01/2019,04/08/2019
04/01/2019 13:00,Philadelphia,PA,USA,Cylinder,"Clear, cylinder, objects around it hovering under airplane",08/09/2019,08/23/2019
03/28/2019 06:14,Exton,PA,USA,Sphere,Bright white light large round looked like a very large falling star but than curved slightly to the right and up than disappeared,03/28/2019,03/29/2019
03/20/2019 18:45,Chester Springs,PA,USA,Other,Large dark hovering object.  ((anonymous report)),03/20/2019,03/21/2019
03/19/2019 02:00,Palmyra,PA,USA,Unknown,Machine-like humming heard.  ((anonymous report)),03/19/2019,03/21/2019
03/18/2019 05:00,Philadelphia,PA,USA,Triangle,"At approximately 5 am, i went to let my dog out my back door which faces north. Flying from the west to the east above the tree line I",03/18/2019,03/21/2019
03/12/2019 06:50,Perkasie,PA,USA,Light,Two yellowish/white light.,03/12/2019,03/14/2019
03/12/2019 06:35,Warrington,PA,USA,Circle,"18 to 20 UFOs in a line all same space apart, it was that long of a line/fleet. ((NUFORC Note:  Starlink satellites?  PD))",12/03/2019,12/19/2019
03/10/2019 23:15,Pittsburgh,PA,USA,Flash,Supermassive flash of light over Pittsburgh area.  ((anonymous report)),03/10/2019,03/14/2019
03/07/2019 19:30,Mckeesport,PA,USA,Diamond,Triangular star shaped vessel with 4 red lights which omitted another identical one from inside it. Hovers does not move.,03/08/2019,03/14/2019
03/04/2019 00:00,Lemoyne,PA,USA,Teardrop,"Ok, This happened to me a few days ago and I don't know who to talk to or who would listen, so i'm submitting it here.  So on March 4",03/06/2019,03/14/2019
03/02/2019 22:50,Pittsburgh,PA,USA,Light,"Bright, twinkling light zig zagging over Pittsburgh",03/04/2019,03/14/2019
02/20/2019 00:45,Mount Joy,PA,USA,Disk,"Saw a craft in sky at 12:45 am with red lights on top & green lights on bottom pulsating & flashing craft, very bright over Mount Joy,",03/03/2019,03/14/2019
02/19/2019 21:45,Allentown,PA,USA,Disk,a grid like elongated rectangle with multiple squares in it.,05/16/2020,06/25/2020
02/16/2019 21:00,Whitehall,PA,USA,Chevron,I was driving and saw a v formation 3 lights that all separated simultaneously.  ((anonymous report)),02/17/2019,02/22/2019
02/04/2019 18:30,Philipsburg,PA,USA,Fireball,Huge orange flash of light from satellite going over.  ((NUFORC Note:  Possible flare from an Iridium satellite?  PD)),02/05/2019,02/07/2019
02/03/2019 00:00,Pecks Pond,PA,USA,Light,Moving (shooting) light that dead stops then shoots again. Reccurring same times every 2am. ((NUFORC Note:  Star?  PD)),02/06/2019,02/07/2019
02/02/2019 19:18,Pittsburgh,PA,USA,Triangle,"Consecutive dots of red lights pass over the sky’s of Pittsburgh, PA.",02/03/2019,02/07/2019
02/02/2019 18:30,Robinson,PA,USA,Unknown,Bright object with flashing red/blue lights on either side spotted over Pennsylvania,02/02/2019,02/07/2019
01/30/2019 00:08,Hazle Township,PA,USA,Unknown,Green lights in a line in Northern sky.,01/29/2019,02/01/2019
01/28/2019 20:40,Philadelphia,PA,USA,Other,It was as if they were just playing  games in our night sky again.,03/15/2020,05/15/2020
01/28/2019 00:19,Lansdale,PA,USA,Disk,Hovering orange blue and orange lights on craft over rural PA entities seen and photographed.,01/31/2019,02/01/2019
01/25/2019 19:00,Easton,PA,USA,Unknown,100 PLUS FLYING FLASHING LIGHTS.,01/25/2019,02/01/2019
01/25/2019 17:00,Kintnersville,PA,USA,Triangle,"I took my dog out, and up in the sky in one direction was a "" Christmas tree like image with many colors, red , white and green st",01/25/2019,02/01/2019
