,Link,Occurred,City,State,Country,Shape,Summary,Reported,Posted,Media
4749,Open,06/01/1989 21:00,New Cumberland,PA,USA,Rectangle,Small to medium sized black rectangular shaped craft several years above the tree line.,01/04/2009,01/10/2009,
4750,Open,03/01/1989 12:15,"Marshall Creek (Rte. 209, west 1 mile of  Marshall Cr. jxn.)",PA,USA,Disk,Witness reports seeing a disk.,12/13/1999,12/16/1999,
4751,Open,02/18/1989 03:30,Pittsburgh,PA,USA,Changing,I've came across sightings of a alien form flies and walks on the ground it's clear it comes in several differen,04/15/2019,04/18/2019,
4752,Open,02/17/1989 20:30,Vanport,PA,USA,Cone,"Cone shaped craft, size of small car, approx 50 feet above ground. Shot up in sky when I started running.",04/18/2020,06/25/2020,
4753,Open,02/10/1989 18:00,Mont Alto,PA,USA,Oval,Huge oval shaped craft which had an amber glow quietly flew at tree top level over my friend and I.,07/24/1999,08/10/1999,
4754,Open,01/05/1989 00:15,Philadelphia,PA,USA,Cigar,An object followed my car parallel to me then stopped when I stopped & observed me for 5 minutes.,08/27/2006,10/30/2006,
4755,Open,10/16/1988 09:30,Philadelphia,PA,USA,Oval,"Oval shaped moon colored object that darts in and out of the clouds above my house,",11/01/2008,01/10/2009,
4756,Open,09/22/1988 22:00,Boiling Springs,PA,USA,Cylinder,Saw 2 cigar shaped objects move between the moon and earth.,08/24/2022,09/09/2022,
4757,Open,08/10/1988 22:30,Johnstown,PA,USA,Triangle,"It was a clear night with a bright moon.  I was a passenger in a car with a friend of mine driving.  As we drove along, I noticed somet",10/31/2000,12/02/2000,
4758,Open,08/08/1988 01:30,Amity,PA,USA,Unknown,Beam of light with no sound; no indication of light source; eerie radio broadcast afterward.,07/31/2018,08/10/2018,
4759,Open,07/01/1988 19:30,Yardley,PA,USA,Triangle,U.S. Government tape of UFO's,02/13/2007,02/24/2007,
4760,Open,06/30/1988 03:00,Pittsburgh,PA,USA,Triangle,"Enormous black triangle, southeast of Pittsburgh, 1987/88.

 500 Lights On Object0: Yes",02/27/2012,03/13/2012,
4761,Open,06/20/1988 20:00,Columbia,PA,USA,Oval,"oval ring of lights hovering, moved vertically and fast",11/22/2004,12/03/2004,
4762,Open,06/16/1988 20:45,Union City,PA,USA,Circle,It was unbelievable and never thought UFOs where real till I seen one.,02/03/2020,02/07/2020,
4763,Open,06/15/1988 01:00,Westfall/Matamoras,PA,USA,Unknown,very large lights in a row.,04/05/2003,04/22/2003,
4764,Open,05/15/1988 08:00,Allison Park,PA,USA,Sphere,glowing red shapeshifting ball sighted early morning,03/21/2010,04/13/2010,
4765,Open,04/15/1988 20:00,Muir,PA,USA,Circle,Seen a huge disk above out house.,07/25/2020,07/31/2020,
4766,Open,03/05/1988 16:30,New Brighton,PA,USA,Changing,First looked like a plane in trouble.  Then changed to a play jack shape with clustered balls in center and at end of each spoke.,07/14/1999,07/14/1999,
4767,Open,01/03/1988 13:00,New Britain Twp,PA,USA,Oval,Broad daylight gold colored flying object about the size of an airliner wing cqame close to my private airplane.,07/03/2019,07/05/2019,
4768,Open,07/07/1987 11:30,New Oxford,PA,USA,Teardrop,My sighting,07/31/2022,09/09/2022,
4769,Open,07/03/1987 20:00,Erie,PA,USA,Triangle,probable pre-declassified stealth sighting,12/17/2003,12/19/2003,
4770,Open,06/21/1987 23:00,Gettysburg,PA,USA,Unknown,"I was visiting the site of the famous civil war battles by myself.  At that night, I was restless and got out of bed.  I looked out of ",06/11/1999,06/23/1999,
4771,Open,04/14/1987 12:00,Butler,PA,USA,Other,"I saw an unmanned craft, 3' long fly 12' over my head slower than a man walks, then accelerate away at a great speed.",03/13/2006,05/15/2006,
4772,Open,12/27/1986 10:30,Pittsburgh,PA,USA,Triangle,It was trianbular in shape. It was in Plum Boro Pennsylvania. Not really a ufo hot spot. I hovered there until we left after 15 minutes,11/24/2003,11/26/2003,
4773,Open,10/03/1986 21:00,Cresson,PA,USA,Disk,A UFO followed our car!,01/29/2007,02/01/2007,
4774,Open,07/13/1986 17:00,Waynesburg (outside of),PA,USA,Diamond,"3 orange discs witnessed by 4 people in Greene County, western Pa. in the summer of 1986",06/11/2008,06/12/2008,
4775,Open,05/01/1986 19:00,Bensalem,PA,USA,Formation,"3 ""stars"" over bensalem spun away",09/17/2008,10/31/2008,
4776,Open,03/10/1986 00:45,Middle Smithfield Township,PA,USA,Triangle,"While watching Letterman, I heard and ""felt"" a low hum. I muted the TV, and could still hear the sound.  I opened the sliding glass doo",03/10/2000,03/16/2000,
4777,Open,10/20/1985 05:00,Throop,PA,USA,Oval,5 nights of peculiar light with mini lights going to and fro.,12/13/2002,12/23/2002,
4778,Open,09/14/1985 22:00,Downingtown,PA,USA,Disk,Huge hovering ufo above home.,01/15/2008,01/21/2008,
4779,Open,08/20/1985 00:00,Levittown,PA,USA,Triangle,"Low flying, large triangle having fun, playing with us.",06/30/2004,07/08/2004,
4780,Open,06/23/1985 22:00,Daisytown,PA,USA,Circle,"Observed  five red lights spinning counter-clockwise,it moved slowly left hovered and and then moved back to the right into the wood li",07/28/2010,07/28/2010,
4781,Open,05/12/1985 20:00,Altoona,PA,USA,Disk,object that hovered above me in the night sky with multi colored lights going around it.,01/19/2011,01/31/2011,
4782,Open,04/15/1985 22:00,Granville Summit (West Franklin),PA,USA,Disk,"Flat saucer like object rises out of a pond, turns on edge and  disappears.",04/21/2003,04/22/2003,
4783,Open,01/30/1985 21:00,Gettysburg,PA,USA,Light,"Multiple times from 80's to 90's, I saw light at night over Gettysburg battlefield, made no sound moved like helicopter.",02/08/2017,02/10/2017,
4784,Open,01/15/1985 22:00,Sunbury,PA,USA,Unknown,Memory of UFO sighting in Sunbury Pennsylvania during mid 80's,11/21/2003,11/26/2003,
4785,Open,01/15/1985 03:00,Wampum,PA,USA,Circle,3 bright round objects hovering on side of road during bad snowstorm,09/07/1999,09/28/2002,
4786,Open,12/04/1984 20:00,Emporium,PA,USA,Circle,three lights over emporium pa,03/14/2007,04/27/2007,
4787,Open,09/15/1984 20:00,Schuylkill Haven,PA,USA,Triangle,Triangular craft with bright white lights on corners was observed above building.,03/12/2006,05/15/2006,
4788,Open,08/10/1984 23:00,Boalsburg,PA,USA,Light,Saw A bright light dart across the sky.,10/12/2003,10/15/2003,
4789,Open,07/24/1984 22:00,Perkiomenville,PA,USA,Disk,It was hovering over the trees and had bumps all over it..like it may have had different floors.It had many lights like runner lights a,01/08/2004,01/17/2004,
4790,Open,06/19/1984 11:00,Wilkes-Barre,PA,USA,Other,"Box shape, Large green and silent.",08/18/2005,09/02/2005,
4791,Open,06/15/1984 22:30,Indjifa (Yugoslavia),PA,Yugoslavia,Disk,CIRCLE CRAFT WITH LIGHTS ON IT,06/09/2004,06/18/2004,
4792,Open,06/15/1984 01:00,Burgettstown,PA,USA,Fireball,"I was watching the tonight show and Dave Letterman was just coming on. I was laying on the couch, and out our front window I saw someth",11/06/2006,12/07/2006,
4793,Open,03/14/1984 16:00,Cowansville,PA,USA,Triangle,Myself and 3 other people saw a very large triangular space ship appear over the treeline along the edge of a field on our farm.,03/02/1999,04/02/1999,
4794,Open,10/01/1983 20:30,Elizabeth Township,PA,USA,Oval,My friend and I saw eight oval crafts with lights performing very unusal manuvers,03/12/2006,05/15/2006,
4795,Open,09/01/1983 20:00,Allentown,PA,USA,Disk,"It was about 150 ft above me , made no sound, emitted no wind, floated till it came to Dorney Park,after about 5 minutes it dropped and",10/28/2006,10/30/2006,
4796,Open,07/23/1983 20:10,Bedford,PA,USA,Light,"From that same area smaller whites numbering 12 one right after another appeared.   ((""Starlink"" satellites??))",03/05/2020,04/09/2020,
4797,Open,07/04/1983 21:00,Sharpsville,PA,USA,Oval,"This thing was absolutely huge and the lights were really beautiful and vibrant, not of this world",10/17/2001,11/20/2001,
4798,Open !,06/04/1983 22:00,Jeannette,PA,USA,Disk,"Late evening sighting, lights moving around silent craft, shape of craft uncertain, sped away faster than eyes could resolve",03/08/2024,03/13/2024,
4799,Open,03/10/1983 03:00,Phoenixville,PA,USA,Sphere,20 ft. diameter sphere 50 yrds. away red grid pattern light over entire sphere,05/28/2007,06/12/2007,
4800,Open,07/20/1982 22:00,Corry-Wattsburg,PA,USA,Triangle,Triangular - Silent craft,07/14/2004,07/25/2004,
4801,Open,07/20/1982 02:00,Shavertown,PA,USA,Unknown,I am visted at least once a year every year since early 1980's. They are green glowing redish eyes slit for mouth  2 holes for nose  (,03/26/2007,04/27/2007,
4802,Open,07/15/1982 01:30,Williamsport,PA,USA,Light,a star-like light traveling in a zig-zag pattern at the speed of light.,02/05/2005,02/08/2005,
4803,Open,06/30/1982 00:00,Philadelphia,PA,USA,Disk,"Clear Saturday night , fall, hiding in the trees",12/08/2019,12/19/2019,
4804,Open,06/01/1982 01:00,Hershey,PA,USA,Oval,"Sleath Blimp sighted in Pa,",08/04/2006,10/30/2006,
4805,Open,05/15/1982 01:00,Saegertown,PA,USA,Light,The 3 seconds of my life that has lasted 35 years,01/14/2018,01/15/2018,
4806,Open,05/12/1982 21:50,Edinboro,PA,USA,Unknown,"Two red probe crafts ascended into ""mother ship"". Mother ship ascended in altitude and release one of the probes and then lost visual.",02/23/2000,02/23/2000,
4807,Open,09/15/1981 20:30,Star Junction,PA,USA,Circle,Crafts seen by many in PA media covers,11/13/2003,11/26/2003,
4808,Open,07/06/1981 13:30,Ellwood city,PA,USA,Sphere,Gold shaped sphere hovering in the sky at a few thousand feet.,01/09/2000,01/22/2000,
4809,Open,06/13/1981 22:00,Kulpmount,PA,USA,Triangle,3 triangle craft buzz us at low attiltude.  ((NUFORC Note:  We are unsure whether this is a serious report.  PD)),04/01/2005,04/16/2005,
4810,Open,06/08/1981 20:00,Vandergrift,PA,USA,Disk,"Dark round large disk like shape with colored lights in the center,silent , just above tree tops.",04/25/2007,04/27/2007,
4811,Open,06/01/1981 20:00,Kittanning,PA,USA,Disk,Huge dark gray metal disc with colored lights hovering above a tree.,02/16/2007,02/24/2007,
4812,Open,10/01/1980 21:00,Shirleysburg,PA,USA,Formation,"Sometime during the late 1970-s and early 1980’s, I can’t remember the time of the year.   I was in my home in rural Shirleysburg, PA.",05/06/2012,05/13/2012,
4813,Open,08/15/1980 20:30,Apollo,PA,USA,Sphere,"2 objects, one spherical and huge, the other even larger followed after only a moment or so. Second object appeared to be very high and",01/28/2000,02/16/2000,
4814,Open,07/16/1980 10:00,Fleetville,PA,USA,Disk,seeing this hovering there with no sound and moving away so quickly,12/03/2004,12/03/2004,
4815,Open,06/23/1980 20:00,Philadelphia,PA,USA,Sphere,Low flying craft that defies explanation.,02/09/2006,02/14/2006,
4816,Open,06/01/1980 23:00,Warminster,PA,USA,Disk,Saw disk object wiht pulsing lights  move at supersonic  speed with no sound.,12/14/2005,12/16/2005,
4817,Open,01/15/1980 22:00,Pittsburgh (north of),PA,USA,Oval,Two glowing disks seen over an Interstate highway in Western Pennsylvania.,10/18/2010,11/21/2010,
4818,Open,12/31/1979 21:00,Churchill,PA,USA,Cigar,Stationary silent black cigar shaped object in the winter sky.  ((NUFORC Note:  Report from an aerospace engineer.  PD)),04/24/2017,04/28/2017,
4819,Open,10/18/1979 20:00,Holmes,PA,USA,Sphere,"It was brown, covered in crators. Like a small moon. It was spinning like a bowling ball between 200 to 300 feet from the ground. It wa",06/08/2017,06/09/2017,
4820,Open,10/15/1979 16:30,Ellwood City,PA,USA,Unknown,What ever it was it knew I was their,05/22/2007,06/12/2007,
4821,Open,10/01/1979 21:00,Pittsburgh,PA,USA,Disk,Disk appeared over stadium at end of game... spun like a coin on a table...game ended ... never heard a thing about it.,02/07/2000,02/16/2000,
4822,Open,09/15/1979 23:00,Medix Run (Cakedonia Pike area),PA,USA,Circle,Bright light half the size of moon with 2 smaller lights.,10/21/2016,10/21/2016,
4823,Open,09/01/1979 20:00,Greenville (near the Greenville Airport),PA,USA,Triangle,Craft was triangular in shape.,12/16/1998,01/28/1999,
4824,Open,06/30/1979 01:00,Leola,PA,USA,Light,1 bright light in a dark night sky.,12/27/2012,02/04/2013,
4825,Open,06/08/1979 00:00,Green Township/Erie,PA,USA,Other,the same thing happened to me in green township/ERIE PA in june of 1979 was babysitting for my moms friend. was awake and next thing i,03/02/2004,03/09/2004,
4826,Open,06/01/1979 21:00,Victory Heights (Franklin),PA,USA,Light,Lights and some kind of being (creature) starring back at me.......,09/06/2006,10/30/2006,
4827,Open,05/18/1979 10:00,Bradford,PA,USA,Circle,It was in the spring of 1979 (or 1978) one of the two years I attended UP at Bradford campus. I was on the way to an overnight camp in,05/31/2003,06/03/2003,
4828,Open,03/31/1979 06:10,Middletown,PA,USA,Oval,It had a super bright light on the bottom and was a silver color with a couple of rect. windows and shot right up to the moon and behin,09/10/2008,10/31/2008,
4829,Open,03/29/1979 05:30,Middletown,PA,USA,Disk,.TMI saved from completely melting down from UFO during the accident baffelling the scientist that said it didn't melt when it Did,12/30/2006,02/01/2007,
4830,Open,12/10/1978 01:00,Mexico,PA,USA,Disk,Four silvery disk objects observed,03/11/1999,04/02/1999,
4831,Open,10/04/1978 19:30,Philadelphia,PA,USA,Sphere,eight foot flurescant globe puts out lights then floats through antenna farm missing a dozen towers and a hundred cables,10/31/2000,12/02/2000,
4832,Open,09/16/1978 21:00,New Castle,PA,USA,Unknown,Bright lights were blinding us and we heard a soft hum.,01/24/2019,02/01/2019,
4833,Open,08/22/1978 20:00,Langhorne (Bermuda),PA,Bermuda,Disk,Close  Encounters of the Bermudian Kind  500 Lights On Object0: Yes,07/13/2008,08/12/2008,
4834,Open,08/01/1978 22:00,Reading,PA,USA,Formation,I was 16 and standing outside looking to mountain with road on top called Skyline Drive.  It was night and my boyfriend and I were look,04/28/2000,05/03/2000,
4835,Open,07/12/1978 08:00,Corry,PA,USA,Light,1978 FLYING WAY TOO FAST TO BE A PLANE,04/04/2005,04/16/2005,
4836,Open,07/04/1978 23:59,Allentown,PA,USA,Disk,"SEEN  2  PALE GREEN  FLYING SAUCERS OVER ALLENTOWN , PA   ** JULY 4TH 1977/78 **",01/28/2011,01/31/2011,
4837,Open,07/02/1978 09:00,Kansas City,PA,USA,Disk,The craft I witnessed was saucer shape and there were lights laminating around the bottom.  It was very large and right above a drive-i,09/03/2004,09/09/2004,
4838,Open,07/01/1978 22:00,Delta,PA,USA,Disk,Space craft hovers over pond,04/17/2007,04/27/2007,
4839,Open,07/01/1978 00:00,Oreland,PA,USA,Other,Electric Blue Half dome with possible alient encounter.,06/02/2001,08/05/2001,
4840,Open,06/20/1978 00:00,St. Clair,PA,USA,Sphere,Glowing sphere of light near St Clair - Burma road fire tower late 1970's-1980 era,12/26/2005,02/14/2006,
4841,Open,06/15/1978 23:00,Madera,PA,USA,Fireball,Orange/yellow sphere of light without sound and traveled at intense accelleration with intelligence,07/06/2003,07/16/2003,
4842,Open,06/15/1978 22:00,Mansfield,PA,USA,Unknown,Enormous dark craft very slowly and quietly crossed sky overhead from east to west,02/19/1999,09/13/2002,
4843,Open,06/15/1978 00:00,Warrensville,PA,USA,Triangle,"my friend and I were shooting pool at his home early in the morning, I belive it was a friday or saterday morning.  when we heared a lo",03/28/2004,03/29/2004,
4844,Open,06/01/1978 21:30,Lee Park,PA,USA,Disk,very bright light (white/purple) at the center of object and one smaller illuminating light on each side of the center light.,03/03/2001,03/06/2001,
4845,Open,06/01/1978 21:00,Reading,PA,USA,Circle,"3 bright lights together ,broke away from each other,flew off in diffrent directions.  ((anonymous report))",06/25/2019,06/27/2019,
4846,Open,06/01/1978 20:00,Philadelphia,PA,USA,Other,Smaller craft came out of a slit in the sky above the roof tops in a residential neighborhood.  It was a darker brushed metal color.,03/24/2012,04/18/2012,
4847,Open,05/29/1978 20:00,Philadelphia,PA,USA,Fireball,"Ball of fire streaks eastward over Phila., lands in Atlantic Ocean one mile from Resorts Intl.. ((NUFORC Note:  Meteor??  PD))",01/28/2008,02/14/2008,
4848,Open,05/01/1978 00:00,Wrightstown,PA,USA,Light,I was contacted years ago by NICAP about a news story that was written about my experience in Bucks County Pennsylvania in either 1978,05/13/2004,06/04/2004,
4849,Open,11/17/1977 19:00,Bensalem,PA,USA,Sphere,The craft hovered approx. 15 ft. above my station wagon.,04/11/2013,05/15/2013,
4850,Open,09/07/1977 14:00,Wellsville,PA,USA,Circle,"While walking, I noticed a shape in the low cloud cover.  It appeared to be a saucer shape almost on edge.  It looked mostly whitish.",10/01/2014,10/03/2014,
4851,Open,09/01/1977 18:30,Middletown,PA,USA,Disk,"Adamski type craft visible for 5 mins 500' above Swatara Creek. Portholes, red light, ion-blue glow on bottom. Craft accellerated into ",09/16/1998,01/28/1999,
4852,Open,09/01/1977 00:00,Middletown,PA,USA,,This is a  comment about this report.,08/24/1999,08/30/1999,
4853,Open,08/01/1977 22:00,Mechanicsburg,PA,USA,Triangle,Triangle shaped (white only) lights observed flying directly over head apeared to be one solid object,08/14/2006,10/30/2006,
4854,Open,07/15/1977 22:30,Houtzdale,PA,USA,Fireball,Object seemed to want to distance itself from our presence.,11/19/2000,12/02/2000,
4855,Open,07/10/1977 21:00,Clarion,PA,USA,Triangle,"Silent, slow moving black triangle hovering over interstate.",04/08/2017,04/13/2017,
4856,Open,07/08/1977 15:30,Brier Hill,PA,USA,Disk,"Around July 18, 1977 about 3:30PM in the afternoon. A very nice sunny day with only patchy cumulus clouds. Driving home on US Rt.40 nea",03/08/2005,04/16/2005,
4857,Open,06/30/1977 22:00,Clarion,PA,USA,Diamond,"Lights and Craft in Clarion, PA",10/30/2008,10/31/2008,
4858,Open,06/01/1977 23:00,Houtzdale R.D.,PA,USA,Egg,"While driving south on Route 53 with my brother, we were exiting a thunderstorm.  Leaves, trees and branches were moving violently.  It",05/13/1998,01/28/1999,
4859,Open,03/02/1977 20:45,Hometown,PA,USA,Triangle,"loud triangular craft with 3 lights over rural Schuylkill County, PA in 1977",12/12/2006,12/14/2006,
4860,Open,01/15/1977 01:00,Dingman's Ferry,PA,USA,Light,"While working as a security guard at Wild Acres Lake in 1977 saw a bright rise off the ground, hover over trees and shoot off into sky.",11/21/2008,01/10/2009,
4861,Open,12/27/1976 19:00,Conshohocken,PA,USA,Other,Cloud turning different colors for several minutes.,05/24/2014,06/04/2014,
4862,Open,11/23/1976 00:50,"Hazleton, maybe",PA,USA,Light,2 distinct sets of lights in night sky approching each other; alternating 3 flashing lights from left with 2 flashing lights from right,09/07/2023,09/10/2023,
4863,Open,11/17/1976 15:00,"Pennsylvania (30,000 ft. above on coast)",PA,USA,Disk,"i was in a jet at 30,000 ft over penn on a clear sunny day looking out the window i saw a adamski style craft all silver 40 ft in diami",08/01/1999,08/10/1999,
4864,Open,08/15/1976 22:30,Hatboro,PA,USA,Orb,Glowing Orb with 2 satellites circling,02/03/2003,03/21/2003,
4865,Open,07/05/1976 02:46,Allentown,PA,USA,Unknown,"MY FAMILY AND I HAD BEEN UP WATCHING BI-CENTENNIAL FESTIVITIES FROM COAST TO COAST ON NATIONAL TELEVISION; TALL SHIPS, ETC.  BY 2AM MOS",03/11/1999,04/02/1999,
4866,Open,07/01/1976 20:00,Philadelphia,PA,USA,Oval,"While driving north on 7th st our 3 year old son shouted for my husband and I to look up in the sky.  We looked up, and saw what I thou",03/12/2005,04/16/2005,
4867,Open,06/30/1976 00:30,Kutztown,PA,USA,Disk,"UFO sighted  NE of Kutztown, PA-1976",11/30/2006,12/07/2006,
4868,Open,06/15/1976 22:00,Wilkes-Barre,PA,USA,Disk,This was the biggest reported u.f.o. sighting as long as i can remember it was the summer of 76 in hanover and wilkes-barre. it was aro,11/15/2007,11/28/2007,
4869,Open,06/15/1976 17:00,Ford City,PA,USA,Cigar,UFO black cigar shape with two smaller perpendicular  cigar shapes crossing center.,03/04/2012,03/13/2012,
4870,Open,06/15/1976 13:00,Athens,PA,USA,Disk,"US Airforce plane moving very low and and very slow, surrounded by round disk and making no sound.",01/25/2020,02/07/2020,
4871,Open,06/01/1976 06:00,Aliquippa,PA,USA,Other,colorful lighted bowl shaped object landed in back yard early morning.,03/28/2020,05/21/2020,
4872,Open,05/30/1976 19:00,Mountaintop,PA,USA,Triangle,"Baseball field size.  Triangular rotating lights.  Red and white lights.  Summer of 1976.  At dusk.  Mountain Top, Pa.",07/29/2014,08/01/2014,
4873,Open,05/30/1976 18:00,Mountaintop,PA,USA,Cigar,Seven  teens see nioseless cigar ufo & one reports a swirl of light that stops 1 foot in front of her.,07/29/2006,10/30/2006,
4874,Open,05/10/1976 20:15,New Danville,PA,USA,Disk,A bright white glowing disc that sat stationary above the village for some minutes.,05/10/2012,05/13/2012,
4875,Open,05/01/1976 12:00,St. Thomas,PA,USA,Diamond,2 craft seen for a couple minutes.,06/28/2005,07/05/2005,
4876,Open,08/15/1975 02:00,Ricketts Glen SP,PA,USA,Other,"Viewing an apparent satellite movement, it instantly reversed direction on the same track.",03/29/2005,04/16/2005,
4877,Open,08/01/1975 20:30,"Pittsburgh (Mckees Rocks, southwest of)",PA,USA,Fireball,"We were enjoying the evening sunset, as it glistened off the USX towers downtown Pittsburgh, in a north easterly direction. When we all",10/27/1999,11/02/1999,
4878,Open,07/22/1975 02:00,Indiana,PA,USA,Cone,cone  - orange  ball on top orange cone then changing to yellow with yellow ball on bottom,05/24/2003,05/27/2003,
4879,Open,06/30/1975 23:00,Granville Summit,PA,USA,Light,4 lights speeding very fast across sky silently,06/25/2021,08/16/2021,
4880,Open,06/30/1975 21:30,Lancaster,PA,USA,Unknown,"Both my wife and I worked at the Park City Mall, and were just coming home from work on a warm, humid summer night.  We lived in an apa",12/30/2006,02/01/2007,
4881,Open,06/21/1975 13:00,Sunbury,PA,USA,Triangle,Triangle shaped UFO stopped in sky then accelerated at great speed,09/07/2014,09/10/2014,
4882,Open,06/15/1975 21:00,Levittown,PA,USA,Light,1 small bright light appeared to be chased by another.,05/11/2013,05/15/2013,
4883,Open,06/15/1975 12:30,Noxen,PA,USA,Cigar,"bright silver 75-100 ft long cigar shape, dark horizontal slits hovering silent 50-75 ft alt. over Schooley's Peak Noxen, PA.",04/09/2010,04/13/2010,
4884,Open,06/01/1975 22:00,Kennett Square,PA,USA,Other,"House sized cube on axis, colored lights pulsing, moving slowly about 25 feet off the ground",03/01/2002,03/19/2002,
4885,Open,06/01/1975 19:00,Silver Spring,PA,USA,Disk,"Followed a light in the sky, until we saw it hovering and we parked under it, till it shot off again out of sight.",12/08/2011,12/12/2011,
4886,Open,05/30/1975 20:00,Mountain Top,PA,USA,Triangle,Baseball field size. Triangular shape. Rotating lights. No noise. Just rose up and eventually disappeared into stars.,01/21/2014,01/24/2014,
4887,Open,04/25/1975 00:00,Oil City,PA,USA,Disk,"UFO over Oil City, PA 1975",12/03/2001,12/05/2001,
4888,Open,04/18/1975 07:40,Waterford,PA,USA,Disk,I saw what I thought was a small odd looking plane but realized as it got closer it was no plane.,05/06/2006,05/15/2006,
4889,Open,04/01/1975 07:00,St. Marys,PA,USA,Cigar,Cigar shaped ufo hovering over St. marys pa then shot across sky about 1975,01/12/2008,01/21/2008,
4890,Open,01/15/1975 21:15,Springfield,PA,USA,Unknown,"Six or seven white lights in a row that turned red, then back to white and quickly flew away",03/05/2006,03/11/2006,
4891,Open,12/10/1974 10:00,Pauncetony,PA,USA,Unknown,strange man appears in heh woods,08/30/2009,12/12/2009,
4892,Open,11/09/1974 18:00,Carbondale,PA,USA,Fireball,We were traveling north on old route 6 off to our right (east) a object like a shoot star went past us.,06/04/2023,07/10/2023,
4893,Open,11/01/1974 21:00,Oil City,PA,USA,Unknown,Bright lights in the sky seperated by several miles moving in odd geometric directions--changing course instantly,03/23/2005,04/16/2005,
4894,Open,07/15/1974 05:30,Jermyn,PA,USA,Fireball,Fireball moving northwest to southeast,06/21/2000,07/11/2000,
4895,Open,06/15/1974 20:00,Harrisville,PA,USA,Triangle,We were kids about 14 years old at the time. We live in a rural area. A friend and I were walking up a dirt rd. when we got to the top,01/15/2015,01/16/2015,
4896,Open,06/15/1974 02:45,Erie (countryside),PA,USA,Circle,"80'  diameter silver disc observed from distance of 130' away. Disc was motionless,quite 100' off ground. 1974",10/11/2001,11/20/2002,
4897,Open,06/15/1974 00:00,Westline,PA,USA,Light,I was sitting with my friend at Red Bank where the bridge was at the Allegheny Resoivor. We had been fishing and saw a light cross the,11/09/2003,11/11/2003,
4898,Open,03/15/1974 19:30,Moosic,PA,USA,Circle,Buzzed by UFO,09/21/2006,10/30/2006,
4899,Open,02/15/1974 22:10,Simpson,PA,USA,Unknown,Hovered- Colored lights went out- sped away -left trail,02/27/2009,03/19/2009,
4900,Open,01/09/1974 21:00,Carbondale,PA,USA,Circle,A circular object flew across the sky and fell into a pond.  The water was bubbling and a strange blue/green color.  Police and militar,10/06/1999,10/19/1999,
4901,Open,11/11/1973 19:00,West Chester,PA,USA,Disk,"I lived near a general aviation airport so I thought that I was witnessing another aircraft. At dusk, it came towards me with a constan",03/11/2003,03/21/2003,
4902,Open,11/01/1973 21:30,Levittown,PA,USA,Fireball,Fireball crossed sky and split into two objects,07/20/2022,09/09/2022,
4903,Open,09/23/1973 18:00,Felton,PA,USA,Disk,"It was early evening and our whole family,  including many residents of Felton,Pennsylvania,  all ran out to our porches up and down Hi",01/09/2019,01/11/2019,
4904,Open,09/15/1973 19:15,Little Meadows,PA,USA,Oval,Oval Object With Aura - Close Up,12/17/2005,02/14/2006,
4905,Open,09/08/1973 20:00,Lewisburg,PA,USA,Triangle,"triangular ufo with red, blue.green,lights",03/18/2003,03/21/2003,
4906,Open,08/12/1973 20:00,West Hazleton,PA,USA,Disk,It came across the sky and descended  above us and stayed there for about 15 minutes liked it knew we were there.,02/14/2004,03/02/2004,
4907,Open,07/15/1973 20:00,Connellsville,PA,USA,Triangle,150 ft point to point gold flat triangle.,01/17/2014,01/24/2014,
4908,Open,07/01/1973 00:00,Titusville,PA,USA,Unknown,"My grandmother awoke one morning to find a circular indentation, 10-15 feet in diameter, in the middle of her yard .",03/09/2008,03/31/2008,
4909,Open,07/01/1973 00:00,Erie,PA,USA,Light,War of the Worlds,01/05/2007,02/01/2007,
4910,Open,06/15/1973 21:00,Wellsville,PA,USA,Other,"At about 21:00 the middle of June 1973,. I observed a yellowish star shape coming from out of the south.",10/01/2014,10/03/2014,
4911,Open,06/15/1973 00:00,Mechanicsburg,PA,USA,Disk,cars lined up for days along silver spring road  articles were written in the newspaper (strange lights) i saw the ufo 50 ft away.,01/12/2003,03/21/2003,
4912,Open,06/13/1973 23:30,Wilkes-Barre,PA,USA,Disk,ufo abduction,06/24/2015,07/03/2015,
4913,Open,06/12/1973 21:00,Irwin,PA,USA,Other,A PENTAGON OF 5 RED LIGHTS  HEADING  WEST .,02/27/2005,04/16/2005,
4914,Open,06/08/1973 17:00,Clearfield,PA,USA,Light,Daytime large ball of light shoots into the middle of the sky and stops for a few seconds then shoots off over the horizon at 120 deg.,02/10/2011,02/18/2011,
4915,Open,04/15/1973 18:30,Glenolden,PA,USA,Oval,04/15/73 Glenolden Pa.  large brownish gray craft in the sky wittnessed by many,04/30/2009,05/12/2009,
4916,Open,01/14/1973 19:00,Scranton,PA,USA,Rectangle,Rectangular object moving at a very high rate of speed with no noise.,01/30/2008,02/14/2008,
4917,Open,07/28/1972 00:00,West Pittson,PA,USA,Circle,"we are not alone.  ((NUFORC Note:  We cannot be certain whether this report is intended as a hoax, or not.  PD))",06/23/2011,06/27/2011,
4918,Open,07/20/1972 15:00,Williamsport,PA,USA,Fireball,"fireball, ( meteor ? )",03/11/2003,03/21/2003,
4919,Open,07/15/1972 21:00,Cincinnati (driving; from NY),PA,USA,Triangle,"Pennsylvania, July, 1972",01/09/2006,02/14/2006,
4920,Open,06/22/1972 18:00,Williamsport,PA,USA,Cigar,"this is the adition to the report I sent with the same date,  three more reports to follow",03/11/2003,03/21/2003,
